Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
11/28/2023,ProShares Ultra QQQ,QLD,69.2618,68.8688,0.57065,0.393,73250,5073426850
11/27/2023,ProShares Ultra QQQ,QLD,68.8688,69.0452,-0.25548,-0.1764,73300,5048083040
11/24/2023,ProShares Ultra QQQ,QLD,69.0452,69.2337,-0.27227,-0.1885,73300,5061013160
11/22/2023,ProShares Ultra QQQ,QLD,69.2337,68.6907,0.79050,0.543,73150,5064445155
11/21/2023,ProShares Ultra QQQ,QLD,68.6907,69.5242,-1.19886,-0.8335,72850,5004117495
11/20/2023,ProShares Ultra QQQ,QLD,69.5242,67.9108,2.37576,1.6134,71800,4991837560
11/17/2023,ProShares Ultra QQQ,QLD,67.9108,67.8841,0.03933,0.0267,69800,4740173840
11/16/2023,ProShares Ultra QQQ,QLD,67.8841,67.7789,0.15521,0.1052,70100,4758675410
11/15/2023,ProShares Ultra QQQ,QLD,67.7789,67.7116,0.09939,0.0673,70100,4751300890
11/14/2023,ProShares Ultra QQQ,QLD,67.7116,64.9446,4.26055,2.767,70350,4763511060
11/13/2023,ProShares Ultra QQQ,QLD,64.9446,65.3477,-0.61685,-0.4031,69600,4520144160
11/10/2023,ProShares Ultra QQQ,QLD,65.3477,62.5339,4.49964,2.8138,69600,4548199920
