Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
08/12/2022,ProShares UltraShort S&P500,SDS,38.9575,40.3551,-3.46325,-1.3976,20706.25,806663695.4175
08/11/2022,ProShares UltraShort S&P500,SDS,40.3551,40.3022,0.13126,0.0529,20906.25,843673769.0199
08/10/2022,ProShares UltraShort S&P500,SDS,40.3022,42.0891,-4.24552,-1.7869,21306.25,858688708.4478
08/09/2022,ProShares UltraShort S&P500,SDS,42.0891,41.7339,0.85111,0.3552,22156.25,932536579.7859
08/08/2022,ProShares UltraShort S&P500,SDS,41.7339,41.6259,0.25945,0.108,22156.25,924666680.1411
08/05/2022,ProShares UltraShort S&P500,SDS,41.6259,41.4947,0.31618,0.1312,21656.25,901460855.2491
08/04/2022,ProShares UltraShort S&P500,SDS,41.4947,41.4175,0.18639,0.0772,21956.25,911067965.3803
08/03/2022,ProShares UltraShort S&P500,SDS,41.4175,42.7475,-3.11129,-1.33,21956.25,909372942.9575
08/02/2022,ProShares UltraShort S&P500,SDS,42.7475,42.179,1.34783,0.5685,21756.25,930025254.1275
08/01/2022,ProShares UltraShort S&P500,SDS,42.179,41.9365,0.57826,0.2425,21406.25,902894176.571
07/29/2022,ProShares UltraShort S&P500,SDS,41.9365,43.1631,-2.84178,-1.2266,21406.25,897703161.1885
07/28/2022,ProShares UltraShort S&P500,SDS,43.1631,44.2311,-2.41459,-1.068,21956.25,947699771.2119
07/27/2022,ProShares UltraShort S&P500,SDS,44.2311,46.6641,-5.21386,-2.433,21356.25,944610385.1439
07/26/2022,ProShares UltraShort S&P500,SDS,46.6641,45.6073,2.31717,1.0568,21656.25,1010569368.9609
07/25/2022,ProShares UltraShort S&P500,SDS,45.6073,45.7259,-0.25937,-0.1186,21206.25,967159760.0177
07/22/2022,ProShares UltraShort S&P500,SDS,45.7259,44.8789,1.88730,0.847,21006.25,960529641.1491
07/21/2022,ProShares UltraShort S&P500,SDS,44.8789,45.7735,-1.95441,-0.8946,20706.25,929273678.2461
07/20/2022,ProShares UltraShort S&P500,SDS,45.7735,46.3153,-1.16981,-0.5418,21406.25,979838938.6015
07/19/2022,ProShares UltraShort S&P500,SDS,46.3153,49.0244,-5.52602,-2.7091,21756.25,1007647199.3097
07/18/2022,ProShares UltraShort S&P500,SDS,49.0244,48.2165,1.67557,0.8079,21756.25,1066587053.4756
07/15/2022,ProShares UltraShort S&P500,SDS,48.2165,50.1308,-3.81861,-1.9143,21506.25,1036956054.9085
07/14/2022,ProShares UltraShort S&P500,SDS,50.1308,49.8314,0.60083,0.2994,19756.25,990396567.3692
07/13/2022,ProShares UltraShort S&P500,SDS,49.8314,49.3991,0.87512,0.4323,21706.25,1081652776.4186
07/12/2022,ProShares UltraShort S&P500,SDS,49.3991,48.5002,1.85339,0.8989,19956.25,985820739.9759
07/11/2022,ProShares UltraShort S&P500,SDS,48.5002,47.4109,2.29757,1.0893,22806.25,1106107637.7498
07/08/2022,ProShares UltraShort S&P500,SDS,47.4109,47.3329,0.16479,0.078,22856.25,1083635335.7141
07/07/2022,ProShares UltraShort S&P500,SDS,47.3329,48.7915,-2.98946,-1.4586,23356.25,1105518998.2921
07/06/2022,ProShares UltraShort S&P500,SDS,48.7915,49.1389,-0.70698,-0.3474,23356.25,1139586423.0835
07/05/2022,ProShares UltraShort S&P500,SDS,49.1389,49.3101,-0.34719,-0.1712,23106.25,1135415658.9861
07/01/2022,ProShares UltraShort S&P500,SDS,49.3101,50.3669,-2.09820,-1.0568,23806.25,1173888518.8149
06/30/2022,ProShares UltraShort S&P500,SDS,50.3669,49.494,1.76365,0.8729,22956.25,1156235097.7581
06/29/2022,ProShares UltraShort S&P500,SDS,49.494,49.429,0.13150,0.065,23006.25,1138671288.006
06/28/2022,ProShares UltraShort S&P500,SDS,49.429,47.5085,4.04243,1.9205,22556.25,1114932831.821
06/27/2022,ProShares UltraShort S&P500,SDS,47.5085,47.2321,0.58520,0.2764,21956.25,1043108455.6165
06/24/2022,ProShares UltraShort S&P500,SDS,47.2321,50.305,-6.10854,-3.0729,20956.25,989807648.3929
06/23/2022,ProShares UltraShort S&P500,SDS,50.305,51.2717,-1.88545,-0.9667,22406.25,1127146355.945
06/22/2022,ProShares UltraShort S&P500,SDS,51.2717,51.1299,0.27733,0.1418,21606.25,1107789116.8533
06/21/2022,ProShares UltraShort S&P500,SDS,51.1299,53.7669,-4.90450,-2.637,21456.25,1097055865.7451
06/17/2022,ProShares UltraShort S&P500,SDS,53.7669,53.9992,-0.43019,-0.2323,17306.25,930503359.3581
06/16/2022,ProShares UltraShort S&P500,SDS,53.9992,50.6932,6.52158,3.306,18606.25,1004722561.0008
06/15/2022,ProShares UltraShort S&P500,SDS,50.6932,52.2126,-2.91003,-1.5194,18856.25,955883601.8068
06/14/2022,ProShares UltraShort S&P500,SDS,52.2126,51.8658,0.66865,0.3468,19356.25,1010640086.5374
06/13/2022,ProShares UltraShort S&P500,SDS,51.8658,48.1647,7.68426,3.7011,18606.25,965027989.3842
06/10/2022,ProShares UltraShort S&P500,SDS,48.1647,45.5199,5.81021,2.6448,17406.25,838366761.2103
06/09/2022,ProShares UltraShort S&P500,SDS,45.5199,43.4541,4.75398,2.0658,27556.25,1254357698.8551
06/08/2022,ProShares UltraShort S&P500,SDS,43.4541,42.5379,2.15384,0.9162,27256.25,1184395769.6709
06/07/2022,ProShares UltraShort S&P500,SDS,42.5379,43.3637,-1.90436,-0.8258,27306.25,1161550489.3371
06/06/2022,ProShares UltraShort S&P500,SDS,43.3637,43.6401,-0.63336,-0.2764,27306.25,1184099989.7613
06/03/2022,ProShares UltraShort S&P500,SDS,43.6401,42.2622,3.26036,1.3779,27306.25,1191647436.9849
06/02/2022,ProShares UltraShort S&P500,SDS,42.2622,43.8904,-3.70970,-1.6282,28656.25,1211076126.4878
06/01/2022,ProShares UltraShort S&P500,SDS,43.8904,43.2507,1.47905,0.6397,24856.25,1090950711.1096
05/31/2022,ProShares UltraShort S&P500,SDS,43.2507,42.7228,1.23564,0.5279,20806.25,899884833.6243
05/27/2022,ProShares UltraShort S&P500,SDS,42.7228,44.9605,-4.97704,-2.2377,18506.25,790638774.7772
05/26/2022,ProShares UltraShort S&P500,SDS,44.9605,46.8144,-3.96011,-1.8539,16456.25,739881183.1645
05/25/2022,ProShares UltraShort S&P500,SDS,46.8144,47.7148,-1.88705,-0.9004,16556.25,775070863.1856
05/24/2022,ProShares UltraShort S&P500,SDS,47.7148,46.9519,1.62485,0.7629,16556.25,789978109.7852
05/23/2022,ProShares UltraShort S&P500,SDS,46.9519,48.7728,-3.73343,-1.8209,16856.25,791432917.4231
05/20/2022,ProShares UltraShort S&P500,SDS,48.7728,48.787,-0.02911,-0.0142,16506.25,805055981.2272
05/19/2022,ProShares UltraShort S&P500,SDS,48.787,48.2257,1.16390,0.5613,15906.25,776018169.963
05/18/2022,ProShares UltraShort S&P500,SDS,48.2257,44.6368,8.04023,3.5889,14806.25,714041722.3993
05/17/2022,ProShares UltraShort S&P500,SDS,44.6368,46.5143,-4.03639,-1.8775,15506.25,692149335.3632
05/16/2022,ProShares UltraShort S&P500,SDS,46.5143,46.1557,0.77694,0.3586,15006.25,698005167.8607
05/13/2022,ProShares UltraShort S&P500,SDS,46.1557,48.4793,-4.79297,-2.3236,16006.25,738779626.9693
05/12/2022,ProShares UltraShort S&P500,SDS,48.4793,48.3804,0.20442,0.0989,16556.25,802635362.1457
05/11/2022,ProShares UltraShort S&P500,SDS,48.3804,46.8393,3.29019,1.5411,16456.25,796159909.1196
