Date;SSO;SSO_Volume;SDS;SDS_Volume;QLD;QLD_Volume;QID;QID_Volume;DDM;DDM_Volume;DXD;DXD_Volume;MVV;MVV_Volume;MZZ;MZZ_Volume;VIX Index
25/02/2013;8,2213;119391888;982,4;916436;3,5394;76872000;1810,56;108007;13,0833;2506818;852,4;63869;13,845;1223166;342,72;4940;18,99
26/02/2013;8,3248;117766224;969,76;850595;3,565;64294256;1794,56;109736;13,3033;1608270;838,6;67137;14,0117;765822;356,16;1394;16,87
27/02/2013;8,5338;70879528;945,22;931474;3,6369;65283248;1758,08;92197;13,648;1873620;816,78;63184;14,41;667998;352,64;3117;14,73
28/02/2013;8,4988;51386880;949,04;577946;3,625;49354544;1765,76;66808;13,5817;1970364;820,2;44850;14,3433;598356;342,72;2455;15,51
01/03/2013;8,5538;203494960;942,18;796874;3,6544;32935408;1749,76;92091;13,6667;1421616;814,8;56103;14,2783;66729534;343,84;3292;15,36
04/03/2013;8,6425;50976080;933,4;418331;3,6881;43175552;1734,4;49262;13,7433;1830096;810,8;27321;14,3517;1888512;344,928;1311;14,01
05/03/2013;8,8;69546824;915,76;579020;3,7994;48990352;1682,56;96924;13,9933;3277392;796,4;47151;14,74;774882;342,72;525;13,48
06/03/2013;8,8288;52785336;913,6;343120;3,7781;28149984;1690,88;64573;14,0817;1334436;791;33638;14,7733;690642;333,44;665;13,53
07/03/2013;8,8663;35642344;909,6;326897;3,7994;22719344;1683,2;41451;14,1483;1270068;787;25701;14,8467;154296;332,48;2582;13,06
08/03/2013;8,94;61392712;902;533876;3,8038;23334144;1678,72;57190;14,2733;1739736;779,9825;31757;15,1133;699144;330,88;789;12,59
11/03/2013;9,0025;32740448;895,6;283314;3,83;21284368;1669,12;31279;14,3783;1249134;773,8;25079;15,145;219516;324,656;2600;11,56
12/03/2013;8,9616;45079864;899,6;448647;3,8031;32307776;1680,64;63532;14,3983;1314654;772,8;31217;15,1217;178830;324,48;747;12,27
13/03/2013;8,9813;42172384;897,6;303689;3,79;31668832;1685,76;66075;14,4067;1188258;772,6;29377;15,235;489378;324,64;1594;11,83
14/03/2013;9,0775;33980088;887,4;376351;3,8169;26462768;1672,96;49589;14,58;759816;763,4;35486;15,455;243522;322,88;1098;11,3
15/03/2013;9,0538;41039112;889,8;348396;3,7956;33474960;1683,84;38851;14,5267;1383840;765,84;28775;15,41;381426;317,456;2360;11,3
18/03/2013;8,9588;50551992;899,6;655533;3,7756;27371760;1690,88;74096;14,4067;1717332;772,4;69327;15,2667;287118;318,4;809;13,36
19/03/2013;8,914;86228832;903,4;861198;3,765;55060960;1696,64;107886;14,4184;2588538;771;70514;15,2333;546192;320,8;2741;14,39
20/03/2013;9,025;37409584;891,2;495080;3,8038;26554976;1675,52;78489;14,515;1586634;765,4;42311;15,5167;541860;321,76;5102;12,67
21/03/2013;8,88;51002432;906,2;580513;3,7231;44065408;1709,44;74058;14,3433;2173446;774,8;53309;15,2517;669456;315,68;3769;13,99
22/03/2013;9,0138;30388600;892;435006;3,7925;23136736;1678,08;48346;14,5317;1405776;764,8;51281;15,3617;383688;321,568;2731;13,57
25/03/2013;8,9525;67441144;897,4;656615;3,7631;43093760;1689,6;102372;14,3933;2785878;771,6;61819;15,275;717282;319,68;290;13,74
26/03/2013;9,0887;36946176;884,8;529274;3,8069;22295984;1671,68;61425;14,5967;1012308;760,6;39049;15,4767;344058;321,118;465;12,77
27/03/2013;9,08;47833928;885,4;481722;3,8163;23674320;1665,92;74706;14,545;1376028;763,2;26019;15,535;261258;316,48;891;13,15
28/03/2013;9,1225;41606176;878,8;517229;3,8369;22979744;1657,6;66269;14,64;1589982;758,6;40375;15,73;278406;315,52;2625;12,7
01/04/2013;9,07;42954840;886;469497;3,7819;35778128;1681,28;59133;14,62;1079418;759;44366;15,4033;791046;311,2;1984;13,58
02/04/2013;9,1588;49712968;877,6;496652;3,8419;35459840;1655,04;69040;14,8017;1117626;749,8;42959;15,2983;565836;318,08;1406;12,78
03/04/2013;8,9713;81246544;895,6;720927;3,7719;43083072;1686,4;89689;14,5817;1400652;760;52895;14,7933;844260;319,84;2002;14,21
04/04/2013;9,045;69771136;888,4;559997;3,775;29664304;1683,2;62599;14,7018;2114178;754,2;49012;14,9767;412194;331,04;9724;13,89
05/04/2013;8,963;68830192;895,8;659754;3,7106;43488304;1712;76431;14,61;2265420;758,6;60143;14,9533;937470;327,36;25837;13,92
08/04/2013;9,0863;44711168;884;381478;3,7506;22638000;1693,44;47132;14,7283;1861050;753,4;35039;15,17;307512;328,32;16734;13,19
09/04/2013;9,1438;42797888;878,2;494627;3,7981;43481440;1671,04;88072;14,845;2202198;747;56354;15,175;372528;322,496;3339;12,84
10/04/2013;9,375;49236272;856,16;645085;3,9481;29018448;1605,76;93775;15,1017;2067552;733,6;60407;15,605;1131336;322,56;3508;12,36
11/04/2013;9,4338;45243064;850,2;515971;3,9406;32135808;1607,68;72248;15,2317;3323208;728;57462;15,7067;947214;313,442;3718;12,24
12/04/2013;9,385;50211712;854,4;491016;3,9375;27996976;1607,68;57597;15,2483;1723920;727,2;43017;15,6017;516354;310,72;1921;12,06
15/04/2013;8,9538;71688816;893,2;843537;3,7831;34856112;1671,68;107681;14,6817;4530378;753,2;83136;14,5933;1262688;313,44;1047;17,27
16/04/2013;9,2088;51369104;867,6;685072;3,8844;22705520;1628,16;71425;15,0067;2454864;737,4;51339;15,06;391374;333,12;8495;13,96
17/04/2013;8,9388;107123640;894,6;914208;3,7325;61410448;1691,52;138965;14,721;2290914;750,6;82415;14,5767;369564;321,28;6599;16,51
18/04/2013;8,825;74639768;904;736095;3,6275;54935616;1736,96;98998;14,5733;2742504;757,8;59965;14,3967;300912;332,32;4416;17,56
19/04/2013;8,97;50913384;888,4;529215;3,7281;54604192;1692,16;82822;14,5817;1672158;758,4;41422;14,83;310638;336,96;3301;14,97
22/04/2013;9,0663;47999680;880,8;467909;3,8;32953168;1651,84;57620;14,63;1922544;755,8;36319;14,9133;278136;326,4;29851;14,39
23/04/2013;9,2513;65196560;862,6;939714;3,8738;45990864;1623,68;121862;14,9317;3006978;740,4;58007;15,2267;379890;324,8;4282;13,48
24/04/2013;9,275;37317456;862;372866;3,8706;45359264;1624,32;70523;14,8583;1478094;743,8;21072;15,345;159552;317,44;3477;13,61
25/04/2013;9,3438;40722176;854,42;497358;3,9119;41817360;1608,96;64704;14,9067;1651938;740,8;35879;15,4867;353406;315,68;604;13,62
26/04/2013;9,3051;43326408;857,4;409539;3,89;39101968;1617,92;52449;14,9317;1163016;739,6;31763;15,3533;244482;311,424;2052;13,61
29/04/2013;9,4225;40008224;846,8;436546;3,9606;35883120;1588,48;62768;15,1305;1484238;730,2;43796;15,58;252132;315,04;537;13,71
30/04/2013;9,475;35969064;842,4;451542;4,0156;41758016;1566,08;68467;15,1633;1569096;728,2;33735;15,8667;290070;310,496;808;13,52
01/05/2013;9,3038;93361152;856,6;600790;3,9819;57167584;1579,52;76319;14,8967;1900194;740,4;39023;15,285;616566;305,28;1785;14,49
02/05/2013;9,4713;39082056;840,8;443614;4,0806;23215440;1538,56;69045;15,1483;1661076;728,6;26927;15,585;262326;315,52;1317;13,59
03/05/2013;9,6563;34819624;823,48;588903;4,1775;30356816;1503,36;70644;15,435;1859364;714,6;37200;15,995;294282;309,6;622;12,85
06/05/2013;9,7225;23727456;819;268288;4,2081;30087264;1491,2;38835;15,44;622572;713,4;16176;16,1467;414576;301,547;4444;12,66
07/05/2013;9,8162;30430560;810,4;367774;4,2031;28525856;1492,48;60055;15,61;1413564;705,8;41793;16,4533;192648;298,72;904;12,83
08/05/2013;9,9058;21560888;803,2;384946;4,245;20622640;1479,04;48320;15,7517;1135722;699,8;26236;16,5867;101094;292,8;3903;12,66
09/05/2013;9,8575;33482840;808;554015;4,2369;30404496;1481,6;62296;15,725;1289922;700,2;32140;16,4633;170628;290,88;1687;13,13
10/05/2013;9,9193;29437832;802,2;435467;4,2819;24934528;1463,68;47246;15,78;1176426;698,2;28630;16,6817;437916;291,84;2114;12,59
13/05/2013;9,9313;25680368;801,8;352119;4,2963;20458160;1460,608;47140;15,7417;1137432;700;20380;16,6167;246228;288,64;1782;12,55
14/05/2013;10,14;27629936;784,2;569632;4,3394;21891072;1445,76;58909;15,9967;1032348;688,6;32548;16,9933;190572;289,6;1475;12,77
15/05/2013;10,2463;37080968;776,2;553815;4,3563;17612768;1439,36;51866;16,15;1145100;682;35545;17,1267;297780;282,72;2606;12,81
16/05/2013;10,15;35487752;783,4;435729;4,3488;25121232;1443,2;62263;16,06;1531362;685,2;38334;16,9683;290172;280,64;2475;13,07
17/05/2013;10,3488;37925184;768,6;486400;4,4281;35905488;1416,32;53038;16,3159;1126512;675,2;31253;17,305;278466;283,36;3656;12,45
20/05/2013;10,3425;29069864;768,4;431125;4,4156;30179440;1418,88;50401;16,285;915174;676,2;27001;17,3167;429468;277,44;1868;13,02
21/05/2013;10,3788;33233936;765,8;455057;4,4238;32221840;1416,32;53914;16,38;1253676;671,4;26564;17,3833;233892;277,12;2080;13,37
22/05/2013;10,2013;89877920;778,8;1411787;4,3531;83132672;1438,72;144014;16,2333;3215886;677,2;87386;16,7833;705732;276;6130;13,82
23/05/2013;10,165;66229448;781,6;829744;4,3256;65064880;1448,32;99539;16,24;2048472;677,6;78733;16,7733;416304;285,44;6244;14,07
24/05/2013;10,1375;47539920;783;473269;4,325;33059584;1448,32;50845;16,2333;1278972;678,2;33495;16,5667;346296;286,56;1970;13,99
28/05/2013;10,25;53849824;774,4;600212;4,38;41065312;1428,48;69908;16,46;2025468;668,28;55510;16,8483;179994;288,16;1816;14,48
29/05/2013;10,13;45292936;783,4;651869;4,3375;49567808;1441,92;55138;16,24;1740084;676,8;51589;16,5983;262410;283,854;1442;14,83
30/05/2013;10,2;30534160;777,6;489336;4,3825;33646672;1427,776;73905;16,2883;1493232;675;30320;16,8467;314598;288,8;1394;14,53
31/05/2013;9,9063;58275152;800,8;757765;4,3012;39875072;1456;75058;15,8617;2360568;693,0025;54326;16,5233;310404;284,32;450;16,3
03/06/2013;10,0113;94880392;791,6;821822;4,3193;53695408;1447,808;119849;16,1017;2008038;681,8;60115;16,4267;1401132;288,746;1607;16,28
04/06/2013;9,925;63479192;799,4;731144;4,2744;62494224;1463,04;87581;15,9833;2022654;687,4;64070;16,1817;539790;291,36;3499;16,27
05/06/2013;9,6388;80987528;822;849267;4,1656;48763280;1499,52;94047;15,4917;3664746;707,6;74370;15,745;507258;295,68;1246;17,5
06/06/2013;9,8088;96834240;806,82;875177;4,1963;44634032;1486,144;113563;15,6783;1949166;700;73022;16,1383;258000;303,84;1635;16,63
07/06/2013;10,0525;66794576;786,8;917323;4,315;38869392;1446,4;108540;16,1;1924962;680,8;61156;16,4483;358428;296,32;3883;15,14
10/06/2013;10,0525;56943592;786,6;474427;4,3213;28434400;1445,76;55801;16,0817;1265676;681,4;40232;16,4483;133974;289,92;911;15,44
11/06/2013;9,8549;60909200;802,2;802629;4,2344;44465952;1473,28;78490;15,855;1451502;690,8;58005;16,0667;299064;290,718;814;17,07
12/06/2013;9,6962;71343184;815,52;724870;4,1356;48024112;1507,2;114092;15,595;1764132;701,8;60368;15,7533;295956;297,28;1399;18,59
13/06/2013;9,9838;43756704;790,82;706297;4,2369;41548720;1470,08;76058;15,975;1251864;685;48551;16,325;406848;302,384;1739;16,41
14/06/2013;9,8575;55147552;800,8;613680;4,185;28798800;1488,64;62842;15,7533;1020870;694,4;62571;16,1967;317910;291,594;1062;17,15
17/06/2013;10,0087;44132776;788,2;648597;4,2619;36401568;1459,84;77281;15,9667;2008848;684,8;61280;16,3817;390840;294,08;1177;16,8
18/06/2013;10,1588;32188168;776;474211;4,3325;33616192;1437,44;61201;16,2733;1299858;672,2;45805;16,6417;331584;291,04;1461;16,61
19/06/2013;9,8865;83414672;796,8;923721;4,2356;51016208;1468,8;82076;15,83;2758296;689,2;79087;16,1733;594546;286,192;636;16,64
20/06/2013;9,3975;125338808;836,8;1023812;4,0287;80077744;1539,2;106799;15,085;4417914;721,6;120867;15,235;1191630;293,595;3027;20,49
21/06/2013;9,4488;93152024;832,4;958689;3,9938;44011360;1551,36;109924;15,1833;2901222;716,8;95713;15,22;794298;309,28;4216;18,9
24/06/2013;9,215;128706152;852,22;1218563;3,9131;53472656;1584,64;107676;14,8917;3601692;730,8;109655;14,9083;1042164;310,88;5321;20,11
25/06/2013;9,3925;59866192;835,8;791386;3,9675;38178336;1562,88;71578;15,1033;1634562;721,2;70243;15,2533;396552;317,76;4768;18,47
26/06/2013;9,5639;42951504;819,8;644000;4,035;36079616;1534,08;54975;15,3866;1514418;706,4;48024;15,4883;499140;310,08;4180;17,21
27/06/2013;9,675;42887880;809,6;578627;4,075;34021936;1520;55009;15,61;1321782;696,6;53765;15,9267;329988;305,92;1674;16,86
28/06/2013;9,5913;59291088;817;713185;4,0788;39184048;1517,44;74839;15,3017;1934022;706,4;54955;15,8167;634416;296,64;1622;16,86
01/07/2013;9,6988;219116728;807;694719;4,1375;40815552;1496,96;48387;15,495;2051082;699,6;40484;16,19;911190;298,56;1231;16,37
02/07/2013;9,675;52714328;808,8;661760;4,1388;22228720;1496,32;41466;15,405;1685688;705;45842;16,1417;479118;291,52;866;16,44
03/07/2013;9,6975;22338496;807,8;337962;4,1738;13747504;1484,8;30932;15,525;887526;699;29221;16,16;122352;292,96;1369;16,2
05/07/2013;9,91;40877072;790,2;647424;4,2344;29654224;1459,84;59680;15,83;1964130;685;50181;16,5917;355584;293,6;289;14,89
08/07/2013;10,0188;40340680;781,42;694378;4,2419;19085536;1457,92;40074;16,045;1246344;675,6;38408;16,6333;413982;285,44;643;14,78
09/07/2013;10,1663;32725488;770,2;500989;4,2938;18032704;1440,64;57715;16,1967;1262466;669,2;34826;16,995;233838;284,043;1491;14,35
10/07/2013;10,1713;37863264;769,2;531038;4,3456;18517904;1424;64276;16,1817;3433350;669,8;40585;16,9683;668004;277,76;393;14,21
11/07/2013;10,45;38784784;748,4;610282;4,525;27193056;1366,4;67247;16,5533;1191708;654,2;38749;17,4433;599124;277,76;1110;14,01
12/07/2013;10,4475;33806272;745,8;428991;4,5581;21591056;1354,24;34034;16,51;1148658;655,8;25869;17,55;238674;270,08;1268;13,84
15/07/2013;10,5463;23618664;741,8;317461;4,5794;20395808;1349,12;26458;16,5933;751218;652,8;13300;17,655;170442;268,48;338;13,79
16/07/2013;10,4575;49299912;747,6;407930;4,5675;24896448;1351,04;33497;16,515;685374;655,8;22738;17,4383;376008;266,72;1820;14,42
17/07/2013;10,5138;31523704;743,58;527261;4,5881;23178368;1346,56;32512;16,5517;1233120;654,8;23684;17,57;234714;270,08;522;13,78
18/07/2013;10,6265;38549376;735,38;522641;4,565;28858624;1352,32;49144;16,74;1078566;647,4;28957;17,8783;312396;268,16;453;13,77
19/07/2013;10,6713;31088936;733;289724;4,4725;28390448;1380,48;40862;16,7517;659922;646,8;16395;17,93;222816;263,52;802;12,54
22/07/2013;10,7088;27205576;730,2;283202;4,4944;17040528;1372,8;24636;16,74;624450;647,2;15220;18,0683;256596;262,88;797;12,29
23/07/2013;10,6638;27490368;732,6;285799;4,4325;22828112;1391,36;29950;16,795;639210;644,8;16993;18,065;203154;260,64;1078;12,66
24/07/2013;10,5838;51490944;737,8;541486;4,4594;23083312;1383,68;41543;16,73;1371624;647,4;25527;17,7967;348438;260,48;350;13,18
25/07/2013;10,625;51237296;735,2;509216;4,5125;20787904;1365,76;44400;16,7467;1689552;646,6;25939;17,94;262272;264,584;768;12,97
26/07/2013;10,6475;43179120;734;454576;4,5613;16837008;1351,68;36301;16,7683;1642950;646;25732;17,7483;355944;262,4;3567;12,72
29/07/2013;10,5863;36591552;737,8;384772;4,545;23452192;1356,16;28393;16,6883;1042602;648,8;18765;17,61;189900;264,96;615;13,39
30/07/2013;10,5887;49801496;738;373217;4,5912;25825664;1341,44;46795;16,705;1516392;648,2;28817;17,72;417018;267,52;758;13,39
31/07/2013;10,5894;51800432;736,6;681630;4,6113;27679728;1336,96;46663;16,6667;2412150;650;45483;17,8667;224700;265,28;308;13,45
01/08/2013;10,8449;34340320;719,6;594591;4,7025;21358016;1310,08;42395;16,8933;1673622;640,2;31175;18,6433;78553020;263,198;206;12,94
02/08/2013;10,8837;29795848;717;445911;4,7575;18283120;1294,72;29963;16,9633;1221174;638,2;23354;18,4733;1879992;251,424;1976;11,98
05/08/2013;10,8538;22984864;718,8;180847;4,7644;13621008;1292,8;26926;16,8817;602844;640,8;16441;18,4767;613146;253,92;824;11,84
06/08/2013;10,7375;40676464;727;366561;4,7075;25367552;1307,52;39293;16,6733;1315626;648,4;28352;18,09;508764;254,24;694;12,72
07/08/2013;10,6638;41266944;732,2;403503;4,69;32190112;1312,64;36126;16,6167;1230162;650,8;26187;17,815;843228;259,443;473;12,98
08/08/2013;10,7225;32728968;726,6;312253;4,7325;27876464;1300,48;39607;16,6517;1544718;649,8;28618;17,9967;553992;262,88;1657;12,73
09/08/2013;10,6663;39911864;730,8;389743;4,6981;20279984;1309,44;31020;16,5083;990654;654,6;33290;18,0333;509538;259,776;81;13,41
12/08/2013;10,6438;30018776;732,8;312909;4,7156;32850208;1304,32;24381;16,51;573948;654,8;20373;18,1;664296;260,186;241;12,81
13/08/2013;10,7113;29781936;727,8;446756;4,7681;35089376;1290,24;47991;16,575;1403220;652,6;31457;18,0717;630744;259,288;779;12,31
14/08/2013;10,6063;46981752;735,8;337203;4,735;35730640;1298,56;37782;16,3433;3048120;661,8;37732;17,8283;645972;259,2;448;13,04
15/08/2013;10,2913;63240232;757;611978;4,5775;28948160;1343,36;60301;15,88;2407554;680,4;47924;17,1967;955428;262,88;1981;14,73
16/08/2013;10,2363;47252992;760,6;502243;4,5688;28872992;1344,64;41450;15,8133;1200144;682,2;42636;17,095;466062;271,838;2703;14,37
19/08/2013;10,1038;37765464;770,62;392673;4,5544;28739120;1347,84;50312;15,6667;923244;689,8;27575;16,86;563754;273,6;1778;15,1
20/08/2013;10,1962;36418112;763,2;545364;4,5944;22544816;1335,68;35898;15,66;732672;689;28700;17,3017;616692;276,8;495;14,91
21/08/2013;10,0712;61239280;772,8;690606;4,5625;32066864;1345,28;74007;15,4333;1905744;699;56930;17,005;793278;270,56;1091;15,94
22/08/2013;10,2513;31766952;759,4;500054;4,6488;27652624;1319,04;40520;15,5617;1219926;692,2;38950;17,3767;713412;273,44;1045;14,76
23/08/2013;10,3188;28835760;753,4;406865;4,715;30948720;1301,12;37742;15,6733;1305726;688,2;30848;17,42;757734;268,8;564;13,98
26/08/2013;10,2488;36907128;759,4;362835;4,7162;39343584;1302,4;53133;15,545;914088;693,4;27790;17,4517;990204;268,915;391;14,99
27/08/2013;9,9125;94653824;783,6;839680;4,5213;59128640;1352,96;83827;15,1833;2084394;709,4;67138;16,735;1084872;267,68;588;16,77
28/08/2013;9,98;48706712;778,8;602187;4,5619;29821488;1342,08;50374;15,3033;838158;704,4;38600;16,8267;742338;278,242;3122;16,49
29/08/2013;10,0138;45380352;775,8;526691;4,6238;32076384;1322,88;59731;15,3333;920232;703;42206;16,975;375408;277,12;1198;16,81
30/08/2013;9,9462;49221336;781,6;598509;4,5631;34429136;1340,16;67922;15,255;1129536;706,6;39166;16,4533;497220;274,4;1418;17,01
03/09/2013;10,035;55719656;773,6;499985;4,6106;31034224;1326,72;55103;15,2933;1507080;704;40246;16,4417;80208330;282,56;970;16,61
04/09/2013;10,2063;35554248;760,4;455351;4,7144;32779024;1297,216;52041;15,5233;1175946;694,4;42052;16,7367;1566144;283,52;2863;15,88
05/09/2013;10,2188;30101400;760;273005;4,7306;22797392;1293,44;26142;15,5283;894552;694,4;26127;16,8167;1999974;277,645;1541;15,77
06/09/2013;10,2338;66978160;758,4;773884;4,7413;45584384;1289,6;60949;15,5067;2018064;694;57848;16,8567;748230;275,36;519;15,85
09/09/2013;10,4413;39337336;743,4;479503;4,85;24932256;1259,52;44082;15,8;1288974;681,4;45399;17,3733;465108;275,04;577;15,63
10/09/2013;10,5913;43911144;732,6;544889;4,8994;35279328;1246,08;42044;16,075;1982886;669,4;38855;17,7317;661596;266,4;1246;14,53
11/09/2013;10,6538;48505096;727,68;368395;4,8813;23230848;1250,56;37238;16,35;1272084;657,4;37492;17,7733;642486;260,96;1480;13,82
12/09/2013;10,6088;38174664;732,6;397639;4,8719;25553792;1253,12;37573;16,3217;1372236;659,2;42275;17,6883;564996;261,051;434;14,29
13/09/2013;10,6438;30426384;728,6;268582;4,8806;16622688;1252,48;28453;16,4733;1441632;652,8;21935;17,7467;572736;261,92;453;14,16
16/09/2013;10,775;41414232;719,6;554322;4,8525;19543056;1258,24;46499;16,7217;1855176;642,4;48099;17,93;617844;261,069;197;14,38
17/09/2013;10,8688;21775784;713,6;261237;4,9188;17524080;1242,24;23930;16,8041;1237356;640;26909;18,2;256212;258,624;2022;14,53
18/09/2013;11,1188;54438472;696,8;933588;5,0356;23037744;1210,88;92598;17,1133;2480352;627,6;65717;18,5533;1916616;254,24;681;13,59
19/09/2013;11,085;42083432;698,6;444849;5,0588;15367584;1205,12;37525;17,0317;1437636;631;26417;18,4833;236004;249,12;3184;13,16
20/09/2013;10,9175;45227608;709;468693;5,0225;18819248;1213,44;37953;16,6867;1585524;643,6;34622;18,1983;357426;250,24;2312;13,12
23/09/2013;10,83;57158392;715;436097;5,0013;19894000;1217,92;53684;16,5233;1601724;649,4;43216;18,0367;523512;254,08;1090;14,31
24/09/2013;10,7725;46619712;718,6;491414;5,0031;16739328;1218,56;66474;16,3983;1331820;654,2;32663;18,09;534270;255,84;1854;14,08
25/09/2013;10,71;61113776;722,2;463151;4,9731;27245968;1226,88;38924;16,2467;2058168;660,8;50993;18,1067;463638;256,16;955;14,01
26/09/2013;10,7775;32083888;717,8;336510;5,0469;20488496;1207,68;44191;16,3483;1197012;655,2;32354;18,3233;760158;255,2;943;14,06
27/09/2013;10,6875;55228240;723,4;433069;5,0356;26459504;1210,88;35518;16,18;1580658;662,4;52769;18,1817;957096;252,32;305;15,46
30/09/2013;10,58;66557224;731,6;665007;4,9994;39815712;1216,64;48376;15,915;2337120;672,8;133366;18,17;923490;253,76;1281;16,6
01/10/2013;10,7373;45302904;719,8;572967;5,1113;24587376;1191,68;70177;16,0368;1459080;667,6;40950;18,7;74581854;253,76;3410;15,54
02/10/2013;10,7025;56291032;722,2;484568;5,1056;26279504;1192,96;42752;15,9033;2052918;673;32658;18,6033;2148342;247,2;1585;16,6
03/10/2013;10,525;80568000;734,8;733598;4,9881;29928672;1219,84;57331;15,63;2189274;683,96;68909;18,3033;1335828;248,16;924;17,67
04/10/2013;10,67;48269544;723,6;449554;5,0713;20001552;1200;33729;15,7917;1613028;677;33433;18,535;3920466;251,84;3233;16,74
07/10/2013;10,4938;45855400;736;538393;4,9875;25955744;1219,2;43243;15,51;1526976;689,6;34963;18,105;1270302;249,358;272;19,41
08/10/2013;10,2488;94643608;753,4;949205;4,8012;44819872;1264,64;95836;15,185;2310576;703,2;74109;17,6317;1959132;254,24;1350;20,34
09/10/2013;10,25;84828352;752;1011920;4,7663;42613168;1274,24;130236;15,2467;2973348;700,6;79847;17,5583;1271148;261,28;3686;19,6
10/10/2013;10,6925;68918888;719,4;901548;4,9638;43811616;1221,76;85527;15,9017;2793270;670,6;107272;18,3267;1043082;263,28;1383;16,48
11/10/2013;10,8363;49373288;710;554451;5,0456;33056512;1200,64;47418;16,1583;1877868;660;50660;18,6633;1087800;250,56;2382;15,72
14/10/2013;10,9275;69402096;704,2;587502;5,115;28708560;1184,64;49196;16,2883;2435790;655,6;42259;18,8067;887172;246,4;2392;16,07
15/10/2013;10,77;61099280;715;723706;5,0769;56990944;1192,32;60649;15,9917;3049044;667;47536;18,4333;707172;244,288;2635;18,66
16/10/2013;11,065;41750448;694,8;736851;5,1913;44095600;1166,08;68855;16,4217;2694192;648,8;62655;18,8967;674154;248,96;1418;14,71
17/10/2013;11,2137;38392096;685,4;663158;5,2506;39126704;1152,64;44358;16,4217;2064012;648;47507;19,1983;778764;243,2;1831;13,48
18/10/2013;11,3625;37951072;677;498460;5,42;43128256;1114,88;100969;16,49;2240808;645,2;35516;19,4983;805422;239,04;1467;13,04
21/10/2013;11,3638;32181408;676,4;324854;5,4425;37092112;1111,68;35951;16,475;1239726;646;16611;19,5417;1184898;234,72;1535;13,16
22/10/2013;11,4913;55698880;668,4;580697;5,4519;53877136;1107,2;86221;16,6283;2416560;639,8;37357;19,7267;607650;234,88;310;13,33
23/10/2013;11,39;48733688;674,2;396599;5,395;54949616;1120;48665;16,5267;1557456;644,4;41020;19,4817;1004754;232,16;1055;13,42
24/10/2013;11,47;39433952;669,8;298909;5,44;30248224;1109,12;33724;16,7133;1419438;636,4;33479;19,5317;464484;235,2;1193;13,2
25/10/2013;11,56;36343824;664,2;323038;5,5156;47526112;1096,256;48235;16,8633;1141602;631;23279;19,6617;673500;234,4;302;13,09
28/10/2013;11,605;40061464;661,8;354699;5,5213;41410384;1093,12;35269;16,865;1003296;631,4;19978;19,6267;1032060;233,44;461;13,31
29/10/2013;11,7313;38967168;654,6;394851;5,5369;66243152;1089,92;40423;17,09;1347972;622;34566;19,8189;1074102;234,08;381;13,41
30/10/2013;11,61;63574664;661,2;521228;5,5275;68669280;1092,48;63553;16,98;1628220;627;59177;19,525;291498;233,12;169;13,65
31/10/2013;11,54;55557184;665,8;457804;5,5025;59141648;1096,96;68568;16,84;1306608;631,4;49563;19,4783;814500;234,102;508;13,75
01/11/2013;11,585;179635768;662,2;460299;5,5044;42800176;1096,96;44220;16,96;1679172;627,2;33850;19,5283;1800234;234,72;1084;13,28
04/11/2013;11,675;26146064;656,8;242578;5,5175;19885168;1094,4;22933;17,0083;627354;625,2;16762;19,8017;575886;234,4;1114;12,93
05/11/2013;11,6088;39545496;661,4;340970;5,5331;27278256;1090,56;76296;16,9633;1056714;627;25622;19,53;693558;231,2;1120;13,27
06/11/2013;11,7188;33451600;655;521897;5,53;36023216;1091,2;73421;17,2533;1677042;616,2;48302;19,5267;721026;234,24;989;12,67
07/11/2013;11,42;63255424;671,2;620198;5,3231;52740448;1132,8;83637;16,955;2226210;626,4;70377;18,8333;1078908;234,4;1121;13,91
08/11/2013;11,7238;56213024;653,6;685155;5,4669;43848368;1102,08;69343;17,2833;1051938;613,8;42881;19,4033;779406;242,122;2183;12,9
11/11/2013;11,7313;25625104;653,2;251918;5,45;28378288;1105,92;61898;17,335;542310;612,8;17150;19,5483;577392;235,52;1306;12,53
12/11/2013;11,6825;47220064;655,6;345133;5,4644;46895856;1102,08;45006;17,2733;1079520;614,6;21722;19,4567;828042;233,44;2040;12,82
13/11/2013;11,8725;40987880;645,2;466536;5,5981;47828560;1075,84;62534;17,3733;750600;608,4;24614;19,885;873360;234,4;562;12,52
14/11/2013;11,9963;46719296;638;581071;5,6288;47167056;1069,44;45828;17,5783;994182;604;30751;20,0367;699420;230,003;1020;12,37
15/11/2013;12,0963;38209888;633,2;337380;5,6506;41056592;1064,96;39541;17,77;1235082;596,8;26358;20,1667;440256;227,36;1561;12,19
18/11/2013;12,015;42280592;637,02;468164;5,5469;50059184;1084,16;55495;17,745;1180524;596,2;54114;19,8733;682584;226,24;860;13,1
19/11/2013;11,955;53062672;640;578161;5,5088;63173536;1091,2;53067;17,7683;1015428;596,4;38704;19,5967;851058;229,6;879;13,39
20/11/2013;11,8888;59002024;643,6;740775;5,4875;86364624;1096,96;52253;17,6683;1768356;601,2;48497;19,5267;1099482;232,48;1768;13,4
21/11/2013;12,0763;36848896;633,8;525926;5,5912;63638848;1074,56;39925;17,8883;968058;592,6;32237;20,0067;742092;234,08;1953;12,66
