Date;SSO;SSO_Volume;SDS;SDS_Volume;QLD;QLD_Volume;QID;QID_Volume;DDM;DDM_Volume;DXD;DXD_Volume;MVV;MVV_Volume;MZZ;MZZ_Volume;VIX Index
24/04/2009;2,91;493953232;5208;711221;1,0325;797057088;12275,2;63712;4,3833;48819660;4384;121549;4,1033;5422962;2997,12;13592;36,82
27/04/2009;2,8537;420591440;5296;664463;1,0334;749974624;12294,4;66940;4,325;40404852;4427,2;120452;4,0267;4056264;2851,84;14229;38,32
28/04/2009;2,835;417587328;5330,4;537717;1,0191;642839040;12480;53836;4,3117;36492120;4443,185;105125;4,0567;6257202;2904,96;11206;37,95
29/04/2009;2,9563;442257784;5106,4;680990;1,0462;822645760;12121,6;62510;4,4883;47847096;4263,2;127189;4,2733;9057444;2876,8;14051;36,08
30/04/2009;2,9675;493396176;5094,4;725686;1,0663;903869216;11875,2;80362;4,4733;48713982;4280,8;121681;4,255;7883628;2720,12;10433;36,5
01/05/2009;2,9963;329563704;5051,2;500892;1,0719;645262784;11843,2;53230;4,5133;35992572;4224;92795;4,2533;5328378;2730,24;8889;35,3
04/05/2009;3,1962;414253352;4704,79;659068;1,1172;648974240;11340,76;68337;4,7634;52583160;4003,2;118249;4,595;11424540;2741,76;8178;34,53
05/05/2009;3,1688;387390288;4732,8;499970;1,1138;559064128;11379,2;55408;4,7517;42203328;4011,2;85601;4,5217;6670476;2523,188;11044;33,36
06/05/2009;3,2763;513078640;4576,64;618541;1,1134;841488288;11366,4;83712;4,8683;51153540;3912,76;110819;4,5967;7372320;2559,36;7077;32,45
07/05/2009;3,1988;541023120;4700;647236;1,0602;859775360;11904;87472;4,755;62471220;4012;119470;4,38;7820688;2512;7704;33,44
08/05/2009;3,3413;464666432;4482,4;586370;1,0641;810656864;11904;82141;4,9283;50854614;3855,2;99629;4,665;6873678;2636,8;10729;32,05
11/05/2009;3,2163;333625576;4644;471018;1,0706;591318976;11817,6;79389;4,775;37783212;3974,4;72432;4,4533;7619034;2467,84;12216;32,87
12/05/2009;3,1862;481391096;4667,52;593073;1,0441;659852832;12073,6;70223;4,815;44392968;3939,2;97616;4,37;6467292;2564,48;9690;31,8
13/05/2009;3,0412;463805736;4890,4;620048;0,9863;749609088;12742,4;78269;4,63;45157128;4090,4;101087;3,9783;9849060;2625,28;8483;33,65
14/05/2009;3,0838;428643760;4832;567698;1,0075;592061664;12457,6;74962;4,6567;32018712;4067,2;99745;4,1083;6017034;2849,92;11652;31,37
15/05/2009;3,0313;455523472;4909,6;487568;1,0053;522646176;12464;65715;4,615;42745212;4097,6;94513;4,0267;4155834;2772,48;11049;33,12
18/05/2009;3,21;324170336;4627,2;491612;1,0588;461940448;11804,8;63083;4,865;32426424;3876,8;99705;4,3317;4632660;2817,28;9760;30,24
19/05/2009;3,1975;371303488;4636;517119;1,0709;520570848;11715,2;52638;4,8267;28345938;3900,8;84653;4,3417;5749734;2603,52;12101;28,8
20/05/2009;3,1575;461789000;4687,2;633967;1,0622;720650208;11785,6;71858;4,77;44251632;3960;121584;4,2983;6571692;2590,72;8271;29,03
21/05/2009;3,0612;499296600;4825,6;614861;1,0234;588884064;12204,8;61611;4,6483;40098126;4058,4;119812;4,15;5063958;2622,176;12112;31,35
22/05/2009;3,0513;316795208;4843,52;409956;1,0156;394869024;12272;49087;4,6167;29436336;4080;82472;4,0917;4028574;2709,12;13900;32,63
26/05/2009;3,2125;397434184;4596;612883;1,0931;725386272;11382,4;95350;4,835;38246418;3890,4;144904;4,415;6191034;2748,552;10794;30,62
27/05/2009;3,0938;393621776;4759,2;557692;1,075;645916096;11536;70494;4,655;41968092;4041,6;113684;4,2617;4621332;2541,44;8800;32,36
28/05/2009;3,1788;506761600;4628;686095;1,1041;605223872;11248;63780;4,7467;46256730;3952,8;131421;4,32;4851936;2618,784;12122;31,67
29/05/2009;3,3;383026216;4440;456216;1,1281;547335872;11001,6;50608;4,92;37697040;3832;92903;4,4883;4405860;2588,8;10469;28,92
01/06/2009;3,45;356032040;4248,32;648774;1,1963;720282816;10332,8;69916;5,1252;39567654;3658,4;110741;4,78;3844182;2488,96;10471;30,04
02/06/2009;3,465;348175280;4240;511497;1,1963;657953952;10332,8;60277;5,1417;33363054;3641,6;98530;4,8433;5964372;2321,92;13032;29,63
03/06/2009;3,3686;338777480;4347,2;581640;1,1931;617524352;10390,4;60367;5,0767;31587540;3680;104260;4,6767;4021296;2303,36;10328;31,02
04/06/2009;3,4313;317546128;4266,4;449085;1,2172;626458720;10144;52363;5,145;30333108;3622,4;90510;4,8167;3854736;2371,2;7741;30,18
05/06/2009;3,435;477541072;4263,2;637343;1,2203;634557920;10115,2;71313;5,19;50201592;3600,8;108676;4,7833;4727628;2304,64;6697;29,62
08/06/2009;3,4075;379499408;4282,4;529088;1,2109;534883072;10179,2;60255;5,1633;32096880;3619,2;92074;4,7217;2535636;2312,96;7419;29,77
09/06/2009;3,4338;327962232;4259,2;410992;1,2313;546223744;10032;58145;5,1733;32848098;3608,8;86001;4,8083;2244780;2345,344;6907;28,27
10/06/2009;3,4225;471789752;4281,6;588358;1,2216;647844064;10108,8;76515;5,1533;41120682;3616;96947;4,7733;2560374;2306,56;4935;28,46
11/06/2009;3,4525;366083696;4231,2;621364;1,2203;541755424;10108,8;66738;5,1867;39543444;3601,6;97576;4,815;2579508;2315,52;7076;28,11
12/06/2009;3,475;269386344;4210,4;408044;1,2116;484491584;10188,8;55750;5,2283;22905246;3567,2;66222;4,7995;2055282;2294,4;6242;28,15
15/06/2009;3,305;402756728;4408,08;497786;1,1594;534167616;10608;59167;5,0183;36001542;3714,4;74241;4,5733;3678132;2298,88;7675;30,81
16/06/2009;3,2238;340904032;4525,6;553400;1,1391;545401152;10822,4;68736;4,8717;35144082;3822,4;85273;4,4133;2295138;2410,88;7464;32,68
17/06/2009;3,2075;344708464;4535,84;612942;1,1581;740221984;10611,2;81182;4,8583;39681972;3829,6;92014;4,4033;3208440;2498,56;10092;31,54
18/06/2009;3,255;263581672;4485,6;455535;1,1522;449209248;10650,56;65653;4,9217;33752856;3787,2;82690;4,4733;1611816;2502,912;10847;30,03
19/06/2009;3,2788;267637208;4448;412957;1,1781;478704480;10441,6;57513;4,9083;31949892;3785,6;57139;4,4783;2013702;2467,2;5717;27,99
22/06/2009;3,0825;355645336;4698,4;485778;1,1116;564929664;11065,6;73969;4,6683;36596238;3970,4;71395;4,1983;2053008;2456,32;6482;31,17
23/06/2009;3,0938;360405032;4696;513897;1,1053;543998080;11067,94;65890;4,66;33060570;3984;84162;4,1333;3255360;2620,8;10940;30,58
24/06/2009;3,1275;308632520;4620,64;578921;1,1413;494814496;10720;61537;4,6117;47367960;3993,6;71270;4,2217;1365378;2646,4;8454;29,05
25/06/2009;3,2675;447220400;4423,12;818033;1,1878;537794336;10295,68;88881;4,795;44338500;3836;100645;4,4406;2305338;2583,04;7921;26,36
26/06/2009;3,2525;249920176;4442,8;409941;1,1922;445179712;10224;48558;4,75;20144124;3880;47530;4,4517;922302;2443,52;9571;25,93
29/06/2009;3,3139;255570736;4352,8;388383;1,1956;400217184;10196,16;49992;4,8617;22229904;3785,6;49681;4,5367;1413918;2446,08;5276;25,35
30/06/2009;3,2675;309218192;4426,4;444098;1,1906;529447008;10246,4;51123;4,7833;39428838;3832;83657;4,48;1671618;2400;4844;26,35
01/07/2009;3,2838;206745584;4388;426952;1,1925;453929408;10201,6;47301;4,8417;30933228;3796;69824;4,575;1547760;2423,68;5678;26,22
02/07/2009;3,1075;293229736;4627,2;439908;1,1413;345279872;10665,6;49371;4,61;33679200;3980,8;72350;4,315;1939080;2376,32;4606;27,95
06/07/2009;3,1088;226792704;4616,96;485327;1,1306;358047648;10796,8;49594;4,63;26268042;3954,4;98402;4,2367;1197864;2512,64;4773;29
07/07/2009;2,985;289600296;4800;538600;1,0742;532144544;11328;67405;4,4367;37634118;4123,2;93710;4,0367;1328364;2553,6;5164;30,85
08/07/2009;2,9813;390564424;4812,8;690552;1,0838;558673472;11177,6;85351;4,475;50909652;4080;119198;4,0083;2586558;2676,48;5474;31,3
09/07/2009;3;306474440;4793,6;462431;1,0859;369503040;11168;44807;4,4633;37417122;4096;68089;4,0133;1060686;2698,24;8614;29,78
10/07/2009;2,9763;260876776;4820;499781;1,0969;459328544;11056;61156;4,4317;33509352;4117,6;88708;4,0083;1520868;2697,6;6319;29,02
13/07/2009;3,125;283022760;4584;560249;1,1375;350386592;10662,4;62712;4,6417;34002624;3941,6;83269;4,1983;1317012;2694,4;8926;26,31
14/07/2009;3,1613;252736216;4525,6;400295;1,1456;296827552;10563,2;56250;4,6683;37100298;3902,4;67498;4,2667;1576842;2567,68;7234;25,02
15/07/2009;3,3388;283260528;4258,24;557308;1,2219;433822112;9878,4;71198;4,9602;37359774;3662,4;99346;4,5315;1500882;2525,44;4598;25,89
16/07/2009;3,3988;278907568;4181,6;509018;1,2513;450566336;9625,6;70866;5,0733;37295706;3575,2;89482;4,6667;1470828;2368;5484;25,42
17/07/2009;3,4038;219935752;4180;349845;1,2648;334898496;9526,72;48770;5,1117;28939662;3550,4;63802;4,635;898596;2300,8;6688;24,34
20/07/2009;3,4713;250917936;4099,2;467206;1,2894;427025472;9326,72;62985;5,2183;29495442;3472,8;71773;4,7667;2006538;2312,96;3855;24,4
21/07/2009;3,5063;296811384;4056,8;538250;1,3094;452188224;9206,4;90362;5,3183;32331780;3412;98966;4,7833;2263014;2246,016;4667;23,87
22/07/2009;3,505;271284616;4056;503245;1,3281;453914048;9068,8;104701;5,2817;27514188;3431,2;83927;4,8267;1048062;2236,8;6527;23,47
23/07/2009;3,6575;332940920;3874,4;738430;1,3881;615100864;8643,2;155567;5,4867;35164752;3296,8;121388;5,0733;2178900;2218,88;4476;23,43
24/07/2009;3,6975;233335928;3844,64;412921;1,3869;437877888;8646,4;101345;5,5267;22000554;3268,8;66323;5,1667;1612140;2097,28;7552;23,09
27/07/2009;3,7163;243328008;3814,4;402438;1,3891;426754784;8633,6;76089;5,5533;26076480;3260,8;69984;5,2117;1554774;2065,28;5818;24,28
28/07/2009;3,695;295251328;3840,8;505606;1,3981;550805312;8588,8;89884;5,5317;39519822;3273,6;69032;5,1917;1707930;2046,08;5431;25,01
29/07/2009;3,6589;298781840;3873,6;544574;1,3869;368969600;8636,8;71893;5,5;26881956;3288;84013;5,125;859218;2051,2;5693;25,61
30/07/2009;3,735;368997920;3792,8;574533;1,4028;513736288;8521,6;87093;5,5833;31324572;3234,48;95331;5,255;2586942;2078,08;3698;25,4
31/07/2009;3,74;334744784;3780,88;479403;1,3931;402430400;8588,8;79821;5,6083;32580612;3224,8;62017;5,2517;1103688;2026,88;5573;25,92
03/08/2009;3,8675;301045176;3662,32;462068;1,4353;410596704;8345,28;74086;5,7683;32023956;3136,8;74500;5,4767;2328372;2028,16;3564;25,56
04/08/2009;3,89;272770480;3640;461566;1,4344;369493888;8339,2;79235;5,7983;27642450;3114,56;77788;5,575;2806782;1937,92;4489;24,89
05/08/2009;3,8689;282548544;3659,2;395968;1,4146;459035104;8467,2;66965;5,755;28039002;3139,2;77830;5,5333;1256172;1911,04;5747;24,9
06/08/2009;3,83;259383232;3696,8;396930;1,39;407920576;8602,24;66717;5,73;24420768;3152;68899;5,435;1840008;1928,96;4313;25,67
07/08/2009;3,925;321536120;3604;581170;1,4219;417288864;8380,8;86843;5,875;28546536;3070,4;93757;5,7133;2342958;1949,44;3881;24,76
10/08/2009;3,9063;247098424;3613,6;312987;1,4066;306893856;8489,6;55693;5,8417;23441574;3094,4;57277;5,6617;1689780;1862,4;4893;24,99
11/08/2009;3,8076;280827488;3709,92;407860;1,3813;401218592;8658,56;63887;5,72;25222284;3153,44;64514;5,4983;2488914;1867,52;3341;25,99
12/08/2009;3,8913;285200632;3627,2;515199;1,4238;432747872;8377,6;90983;5,8683;31944594;3069,6;92119;5,64;2489406;1923,84;3680;25,45
13/08/2009;3,9539;280369304;3569,6;434795;1,4381;367445312;8291,2;60181;5,9217;31230768;3044;69009;5,7417;1789104;1869,44;4455;24,71
14/08/2009;3,8975;246765568;3628;411324;1,4053;330174624;8476,8;53845;5,8167;21833544;3098,4;74601;5,5783;2644998;1844,48;3663;24,27
17/08/2009;3,695;268837912;3804;439714;1,3234;418197792;8966,4;72569;5,5917;23119956;3211,2;78771;5,25;2756928;1892,48;3626;27,89
18/08/2009;3,7638;223095688;3736;365083;1,3606;276530176;8720;58620;5,69;21688980;3158,4;70427;5,3817;1423842;2001,92;6700;26,18
19/08/2009;3,8289;251023336;3672;563944;1,3797;308581696;8605,12;71004;5,78;20668638;3110,4;80381;5,4667;1416786;1951,36;3785;26,26
20/08/2009;3,9088;222147560;3598,4;351317;1,4131;270766176;8396,8;45304;5,8633;19418418;3063,2;56607;5,5833;1014690;1923,84;6190;25,09
21/08/2009;4,05;258059328;3462,4;474589;1,4481;357054816;8172,8;61667;6,0633;28646010;2960,8;85116;5,8033;1498704;1882,24;4488;25,01
24/08/2009;4,06;287883896;3460,8;421442;1,4459;351912224;8192;60800;6,0767;22623450;2954,4;55995;5,765;1889916;1807,36;4506;25,14
25/08/2009;4,0713;293570592;3444;487093;1,4556;357080896;8153,6;65080;6,1133;39312066;2932,8;83688;5,8067;1655454;1821,44;3371;24,92
26/08/2009;4,0725;243400464;3447,2;494571;1,4519;332969408;8163,2;57096;6,125;23721750;2931,2;63435;5,8017;1320216;1806,08;5352;24,95
27/08/2009;4,095;232352496;3424;510988;1,4578;348600288;8128;68650;6,1633;24536412;2908,8;78138;5,845;1480284;1807,36;3647;24,68
28/08/2009;4,08;243699168;3433,6;413612;1,4613;417451584;8118,4;68685;6,1267;34511322;2928;50226;5,8617;996600;1793,28;4307;24,76
31/08/2009;4,0165;208797456;3491,2;403536;1,4303;302689600;8265,6;44732;6,0667;17932236;2960;60537;5,7067;1316220;1789,44;3503;26,01
01/09/2009;3,8375;396122536;3648,08;700945;1,3772;570638560;8576;85694;5,8267;40695954;3073,6;105053;5,4533;3381546;1834,88;3073;29,15
02/09/2009;3,8088;244837432;3676,8;518584;1,3744;343168064;8585,6;47406;5,7833;21398556;3100;64489;5,41;1710780;1918,08;6620;28,9
03/09/2009;3,87;165899016;3617,6;350569;1,3931;254576672;8467,2;35656;5,8583;14491962;3054,4;42888;5,5517;1410342;1928,32;3256;27,1
04/09/2009;3,98;176771960;3512,48;421469;1,4519;294954048;8128;54482;5,9867;20070258;2992;58196;5,7017;922290;1883,52;2803;25,26
08/09/2009;4,0488;160132552;3450,4;305851;1,4809;225310080;7961,6;41337;6,0633;16087548;2948;41894;5,8467;1653936;1830,4;2603;25,62
09/09/2009;4,1125;186279832;3396;493342;1,5056;347969344;7824;69191;6,1183;21786960;2923,2;58827;5,9983;2321442;1784,96;2763;24,32
10/09/2009;4,1913;184929552;3328;438164;1,5338;261918048;7683,2;55987;6,2252;22562568;2875,2;49007;6,13;1406364;1738,88;3163;23,55
11/09/2009;4,1925;194254128;3329,68;358399;1,5362;288541056;7660,8;48784;6,215;25223274;2880,8;57845;6,155;1788588;1701,76;2851;24,15
14/09/2009;4,2413;149519592;3291,92;393574;1,5484;265226496;7600;53433;6,23;28384344;2868;59917;6,2841;3102630;1695,36;2966;23,86
15/09/2009;4,2663;192998784;3268;469817;1,5588;326146400;7561,6;58035;6,295;45800202;2839,2;97461;6,3967;1154022;1651,2;2464;23,42
16/09/2009;4,3963;198417800;3168;508048;1,6044;320423904;7337,6;70827;6,45;35638050;2768;71863;6,6467;1180752;1625,6;1916;23,69
17/09/2009;4,3875;270564504;3177,6;565766;1,6031;354512736;7344;78521;6,4467;38969790;2769,6;73491;6,575;1971978;1562,88;3107;23,65
18/09/2009;4,3925;179002048;3173,6;375620;1,6109;232683776;7312;57123;6,475;30034758;2757,6;60797;6,5667;1621026;1578,88;2968;23,92
21/09/2009;4,375;149032824;3188,8;384776;1,6178;258271424;7273,6;60940;6,4233;23905590;2775,2;52257;6,5317;962910;1582,72;1986;24,06
22/09/2009;4,42;152340496;3152;339737;1,6247;272467488;7232;52335;6,4883;23735556;2750,4;44122;6,6;987786;1588,48;2911;23,08
23/09/2009;4,3513;217203728;3209,52;540271;1,6078;437994048;7315,84;83031;6,3933;36415074;2786,4;81907;6,425;1329366;1573,12;2613;23,49
24/09/2009;4,24;243188480;3275,2;686142;1,5803;331165664;7427,24;88979;6,3067;31622064;2817,6;86245;6,21;1702572;1614,72;4092;24,95
25/09/2009;4,2;207178912;3304,8;469218;1,5528;295242048;7561,6;75086;6,265;27570984;2835,92;82056;6,1367;1803948;1667,84;3937;25,61
28/09/2009;4,3412;151899664;3192;420505;1,6053;223101152;7312;49126;6,4133;15968298;2766,4;72189;6,3833;759150;1687,04;3591;24,88
29/09/2009;4,3163;202455952;3209,6;429972;1,5919;267145952;7369,6;53830;6,355;27179154;2790,4;62600;6,4167;1400166;1620,48;3635;25,19
30/09/2009;4,29;285544456;3231,2;669823;1,5928;437202112;7369,6;94479;6,3133;31984794;2814,4;98247;6,3433;1317336;1608,32;2778;25,61
01/10/2009;4,0758;289281816;3394,4;704394;1,5001;382536192;7788,8;86403;6,0417;28036866;2929,455;94649;5,9633;1723962;1627,52;4609;28,27
02/10/2009;4,0388;245659656;3423,2;664101;1,4897;340588064;7833,6;66402;6,025;24337266;2942,4;105896;5,8517;2169810;1724,8;5764;28,68
05/10/2009;4,1525;191112416;3324;484124;1,5144;278019008;7712;57227;6,1667;16397514;2869,6;73477;6,0983;1172262;1757,44;4665;26,84
06/10/2009;4,2725;231146704;3225,6;670420;1,5669;391361792;7437,12;72410;6,3367;19736772;2792;87624;6,2717;1901856;1683,2;3923;25,7
07/10/2009;4,2988;183142824;3210,4;410062;1,5759;257347360;7398,4;42375;6,335;15065148;2789,6;57499;6,2683;761394;1635,84;3743;24,68
08/10/2009;4,3663;208174424;3160,8;467039;1,5903;289388000;7334,4;49077;6,4167;18475254;2755,2;61907;6,4383;2116626;1633,288;1124;24,18
09/10/2009;4,4125;138604224;3122,56;337160;1,6066;191389024;7251,2;39405;6,5183;9300522;2711,2;46728;6,545;975396;1591,68;3789;23,12
12/10/2009;4,4538;119093464;3093,6;299793;1,6144;188874400;7216;31803;6,55;13043796;2698,4;34957;6,5683;806556;1564,8;1924;23,01
13/10/2009;4,4375;154258808;3108,8;423612;1,6141;218655744;7216;44218;6,5333;13142238;2704;42206;6,5033;890958;1558,4;1924;22,99
14/10/2009;4,585;196499296;3000,8;490770;1,6584;283931040;7014,4;52645;6,7218;17541486;2628;63249;6,745;1439538;1573,12;2136;22,86
15/10/2009;4,6125;165978376;2981,6;351240;1,6525;250472736;7043,2;42674;6,775;13005648;2605,6;47594;6,7746;824706;1516,16;3323;21,72
16/10/2009;4,5475;211533192;3024;452141;1,6313;316444448;7129,6;55260;6,7017;19986876;2634,4;58774;6,6633;1157322;1508,48;2513;21,43
19/10/2009;4,6238;170622704;2971,2;429863;1,6613;276971808;6994,88;50708;6,815;18367326;2588;68497;6,795;1051362;1534,08;3746;21,49
20/10/2009;4,5788;183298640;3003,2;442618;1,6631;303377120;6988,8;53279;6,7483;16775082;2612,8;64675;6,675;1501752;1501,44;4018;20,9
21/10/2009;4,4925;209073360;3060,8;622058;1,6566;376740512;7024;81752;6,625;21754716;2660,8;82126;6,5367;1440690;1530,24;2425;22,22
22/10/2009;4,5775;216635128;2995,2;614308;1,6713;319061440;6953,6;66907;6,8;23247222;2591,2;122440;6,705;2571840;1557,76;5296;20,69
23/10/2009;4,4838;284067440;3062,4;634241;1,6578;398860896;7008;71109;6,675;32635344;2636,8;116713;6,52;1809726;1522,56;4102;22,27
26/10/2009;4,3813;294019000;3132,8;735233;1,6459;438130304;7068,8;94010;6,5333;25881828;2691,2;114947;6,3933;1741062;1560,32;4591;24,31
27/10/2009;4,34;307490360;3160;725807;1,5972;538550048;7270,4;101749;6,5433;23075934;2690,4;129106;6,2517;1843632;1594,88;5315;24,83
28/10/2009;4,18;367764152;3276,8;761315;1,5244;487541312;7590,4;96508;6,3867;24216066;2751,2;144669;5,8483;3340374;1628,16;6060;27,91
29/10/2009;4,3525;262457736;3139,2;668175;1,5747;343211424;7346,88;73232;6,6283;24934398;2647,2;113311;6,0867;1667916;1733,12;5362;24,76
30/10/2009;4,1063;485356688;3312,8;1066081;1,4906;568715904;7731,2;127976;6,3033;46858224;2778,4;171782;5,75;3507300;1660,16;4297;30,69
02/11/2009;4,1638;418893824;3272;893477;1,5025;544214688;7670,4;125980;6,4067;38719626;2732,8;132797;5,7933;3109002;1752,32;8950;29,78
03/11/2009;4,185;300668008;3250,4;594092;1,5128;390105920;7622,4;88286;6,3867;28689804;2739,2;87445;5,9267;1798482;1737,6;10203;28,81
04/11/2009;4,2038;306883024;3236,8;700025;1,5178;386618720;7603,2;75729;6,44;28457562;2716,8;101155;5,8833;2075466;1698,56;6087;27,72
05/11/2009;4,3625;181490992;3115,19;560967;1,5913;282338688;7225,6;81050;6,6983;20319516;2603,2;88851;6,165;1566516;1710,612;5494;25,43
06/11/2009;4,3875;223828752;3097,6;526364;1,6109;272818112;7132,8;71102;6,735;18103170;2594,4;74654;6,1417;1250352;1629,44;4491;24,19
09/11/2009;4,5888;155047360;2957,6;447456;1,68;269963744;6835,2;57066;7,0033;20697504;2487,2;63545;6,4383;1364700;1635,2;4491;23,15
10/11/2009;4,5888;183396928;2954,4;439356;1,6853;281432704;6797,44;58179;7,0467;19095102;2472,8;53037;6,43;1167354;1557,12;5357;22,84
11/11/2009;4,635;228870832;2924;494127;1,7084;313657824;6707,2;63936;7,1067;23265984;2450,4;63866;6,5183;1783950;1557,248;3299;23,04
12/11/2009;4,5413;235033008;2981,6;568137;1,6906;325202080;6784;55587;6,975;22264752;2494,4;61000;6,3317;2171106;1535,36;3743;24,24
13/11/2009;4,5912;184671392;2951,2;541894;1,7191;244214912;6665,6;53411;7,075;23332206;2460,8;61637;6,4517;1731870;1579,52;5054;23,36
16/11/2009;4,7238;187181648;2865,6;520594;1,7541;271008736;6536,96;56481;7,2617;24661854;2396,8;66558;6,6717;2276958;1548,8;5299;22,89
17/11/2009;4,7338;161700216;2857,6;396100;1,7635;261027072;6489,6;41347;7,3083;15488568;2379,2;49384;6,6567;1890786;1496,96;6958;22,41
18/11/2009;4,7313;152464576;2860;366034;1,7453;271059712;6556,8;42355;7,2967;14624040;2382,4;41267;6,595;926538;1498,888;3473;21,63
19/11/2009;4,6063;217722976;2938,4;511814;1,6891;361303296;6764,8;60131;7,175;19154244;2423,2;63374;6,3217;1806078;1511,68;3176;22,63
20/11/2009;4,5775;144204784;2952,8;362026;1,6744;201601088;6838,4;40395;7,165;17934624;2425,6;49351;6,2617;1139196;1577,6;5168;22,19
23/11/2009;4,6963;180772176;2876;429074;1,725;276514464;6614,4;43453;7,3267;19390704;2371,2;55268;6,3817;1518420;1592,96;4124;21,16
24/11/2009;4,7013;159140608;2876,72;414502;1,7141;232169696;6662,4;36890;7,3167;15542556;2373,6;55911;6,3533;704544;1559,04;4329;20,47
25/11/2009;4,7338;107571384;2852;251798;1,7284;132300864;6608;20966;7,355;11458890;2360,8;32623;6,4483;813294;1566,08;3169;20,48
27/11/2009;4,5825;163828248;2944,8;370892;1,6769;197166176;6800;32833;7,15;19666662;2424,8;67327;6,185;964104;1544,32;3235;24,74
30/11/2009;4,6125;197583960;2924;440866;1,6788;230090496;6790,4;39609;7,2;20603466;2408,8;79089;6,209;1011858;1607,68;2746;24,51
01/12/2009;4,7175;152428232;2853,44;401651;1,7144;233081632;6640;42774;7,365;16296402;2352,8;72140;6,3833;1409814;1601,28;4512;21,92
02/12/2009;4,725;143435040;2852;344039;1,7203;237726560;6620,8;35950;7,3417;14776962;2361,2;60491;6,475;946680;1554,56;3649;21,12
03/12/2009;4,65;190622128;2898,4;431302;1,7063;247685024;6678,4;37024;7,22;18385200;2400,8;69379;6,3367;794208;1531,84;4553;22,46
04/12/2009;4,7;305595936;2865,6;695377;1,7231;384100352;6614,4;78421;7,2517;27940164;2388;102056;6,5183;1719714;1563,444;2557;21,25
07/12/2009;4,6825;147508440;2876;348976;1,7063;192201408;6668,8;35751;7,265;14045478;2383,2;53328;6,5;611742;1520;4841;22,1
08/12/2009;4,585;175446680;2936;460273;1,6853;259934688;6755,2;47620;7,1133;18744444;2432,8;59910;6,4017;754638;1523,84;3260;23,69
09/12/2009;4,6137;183983760;2915,28;375508;1,7191;273349824;6614,4;41120;7,185;17808990;2409,6;54762;6,41;798768;1547,52;2221;22,66
10/12/2009;4,6663;140422160;2884;345260;1,7366;208680544;6553,6;32323;7,285;13179678;2376,8;43260;6,4883;890010;1546,24;3389;22,32
11/12/2009;4,71;129539256;2856;314509;1,7241;202057312;6598,4;37320;7,3933;13554486;2340;47376;6,6;814626;1525,76;1576;21,59
14/12/2009;4,7713;100028016;2818,4;226932;1,7556;154253728;6476,8;24822;7,425;9708090;2329,6;28779;6,785;1490394;1500,16;3938;21,15
15/12/2009;4,7263;103303664;2845,68;247552;1,7372;147336384;6544;25634;7,36;7865946;2348,8;33505;6,765;692058;1459,84;3853;21,49
16/12/2009;4,7425;120871624;2836;262935;1,7419;163514688;6528;23384;7,35;11743728;2352,8;27859;6,8433;1236246;1459,2;2697;20,54
17/12/2009;4,6288;134830768;2906,4;308091;1,7;191570592;6678,4;34184;7,1667;13079352;2411,2;40047;6,7167;1082304;1445,12;2938;22,51
18/12/2009;4,6788;128415416;2870,24;268281;1,7531;185542432;6470,4;37432;7,195;13035942;2400,8;33705;6,7533;967308;1471,36;3391;21,68
21/12/2009;4,7675;97678856;2815,2;265358;1,7938;186809152;6319,68;38161;7,2967;16160106;2365,6;36649;6,9467;823638;1463,04;1867;20,49
22/12/2009;4,8063;86404384;2792;223345;1,815;151711328;6243,2;29581;7,3717;8836494;2342,4;26975;7,055;955800;1422,72;1735;19,54
23/12/2009;4,8263;73753520;2780,8;187431;1,8406;151757440;6158,4;33316;7,355;7685490;2340,8;28069;7,1717;768066;1395,84;2297;19,71
24/12/2009;4,8788;26374056;2749,6;84250;1,8744;81631520;6041,6;16149;7,44;4701906;2316,8;14947;7,2433;592512;1373,44;1361;19,47
28/12/2009;4,8925;52467112;2743,2;122029;1,8931;129016096;5980,8;25839;7,475;6124044;2305,6;16734;7,2433;549078;1362,56;1614;19,93
29/12/2009;4,8825;56243480;2748,8;144737;1,8784;92992992;6028,8;22272;7,475;6105756;2303,2;18072;7,2017;252978;1362,648;1054;20,01
30/12/2009;4,87;56670488;2753,6;157070;1,8894;164300416;5987,2;26152;7,4617;8347032;2307,2;22038;7,155;788718;1368,96;1196;19,96
31/12/2009;4,7799;67560240;2804;143577;1,8588;122822976;6092,8;21351;7,3017;9951594;2357,6;20047;6,9483;1232712;1377,28;2183;21,68
04/01/2010;4,9338;87848512;2712,8;261865;1,9084;164171808;5923,2;32749;7,5233;11622216;2284,8;42358;7,2083;1115436;1415,04;2744;20,04
05/01/2010;4,9662;77626960;2696;235386;1,9097;162718720;5920;32675;7,4983;11905440;2291,2;33292;7,2467;748764;1366,4;3824;19,35
06/01/2010;4,97;84998624;2691,2;216355;1,8888;220641120;5984;42963;7,5133;11841948;2288,8;29397;7,33;537816;1358,72;1556;19,16
07/01/2010;5,0113;91408848;2668,88;276761;1,8891;164285504;5984;39869;7,565;12558492;2271,2;36991;7,3933;671832;1342,712;2034;19,06
08/01/2010;5,0463;82053344;2651,2;246369;1,9197;161280576;5881,6;42946;7,5883;10236822;2264,8;30711;7,4917;393354;1329,812;3476;18,13
11/01/2010;5,0625;105768408;2642,4;275874;1,9056;206354336;5926,4;29832;7,645;13699944;2247,84;39351;7,4633;673092;1313,92;1053;17,55
